screen_name, location, created_at, description
COPE378,British Columbia; Canada,Thu Feb 05 21:45:03 +0000 2009,A progressive union with about 14;000 members; representing workers in utilities; tourism and travel; education; IT; manufacturing; insurance and transit. 
Alan_Hawker,Surrey BC,Thu Jan 29 15:58:16 +0000 2009,Welsh man now settled in Canada with a new wife and step children. Life is good. Loves music esp Bowie.
shanneranner,Vancouver; Canada,Tue Jul 01 05:06:07 +0000 2008,rain-drenched numinous dreamer
danudey,Vancouver; BC,Fri Jul 06 02:45:14 +0000 2007,Dashing and daring; courageous and caring; faithful and friendly with stories to share.
aperezzle,Vancouverish; Canada,Wed Aug 12 17:32:20 +0000 2009,Baseball; Blue Jays; and random whining. Made in Peru.
van_interurban,Vancouver; BC; Canada,Thu Nov 13 02:14:23 +0000 2008,
brando737,,Sat May 23 01:02:07 +0000 2009,
urbanobserver,,Mon Nov 03 02:36:56 +0000 2008,
AndreaWoo,Vancouver,Fri Jul 17 04:45:41 +0000 2009,Vancouver Sun reporter; hip-hop head; tech/gadget nerd and bookworm. Not a foodie or a beer aficionado but I like both an awful lot.
jordanh79,Vancouver,Thu Feb 12 20:24:41 +0000 2009,
GlobalNews2010,,Thu Oct 08 17:15:34 +0000 2009,
websturr,Vancouver; BC,Tue Aug 26 22:08:39 +0000 2008,Vancity!
jasonwhyte,Victoria; British Columbia,Fri Jan 16 19:01:18 +0000 2009,Review and feature writer for efilmcritic.com. Oddly Canadian moviegoer. Unhealthy addiction to 80's and 90's action cinema; Cinerama and poutine.
matthewlaird,iPhone: 49.203735;-122.935280,Wed Jan 14 06:43:50 +0000 2009,Techno-geek. Bioinformatics grunt worker. Political addict. trying to improve the world around him.
lojoyce1,British Columbia; Canada,Wed Apr 01 21:45:29 +0000 2009,Interests vary widely - from food - shopping; travel - current affairs; and social causes - technology.
pio07phga,Coquitlam; BC,Sun Jun 21 23:26:20 +0000 2009,Studying biology at SFU
TransitPolice,Metro Vancouver,Sat Mar 21 17:01:11 +0000 2009,The Transit Police is dedicated to ensuring public safety on the transit system in Metro Vancouver. Safely Linking Communities.   For emergencies dial 9-1-1.  
Kardboard,Vancouver; Canada,Thu Sep 18 21:35:47 +0000 2008,Christian; Canada; #Canucks. Writer of whims; connoisseur of design. Dating @KardboardsGF. Occasional @CONVERGE_mag writer/blogger. Drives old Volvo.
AnthonyFloyd,Vancouver; BC,Wed Mar 12 04:30:12 +0000 2008,Dad to 2 boys; aerospace engineer; python code monkey; bike commuter; geocacher; political observer; and Maritimer in exile. Gen-X. @GwenFloyd's SO
counti8,Vancouver; BC; Canada,Thu Mar 22 15:52:46 +0000 2007,student of urban planning looking to social media up places; contributing at TransLinked.com. Thesis is a four-letter word.
CityofVancouver,Vancouver,Thu Jul 09 18:47:58 +0000 2009,Municipal Government; British Columbia; Canada - Host City of the 2010 Winter Games
Clippernolan,Vancouver & New Westminster BC,Tue May 06 22:10:40 +0000 2008,Vancouver blogger; social media enthusiast; music writer; and dad who also works in online marketing.
talk_2_me,CANADA,Wed Oct 15 16:17:20 +0000 2008,
OnePassNow,Vancouver; BC,Sun Aug 30 16:28:05 +0000 2009,Live SMS feed from hundreds of Metro Vancouver students celebrating the successful U-Pass BC program!
Raakhee,,Wed Mar 04 04:30:48 +0000 2009,
MrRobEaston,iPhone: 49.030540;-122.669724,Fri May 16 15:01:56 +0000 2008,Vancouver journalist; producer; writer; gay TV personality
CathyBrowne,Vancouver. BC,Thu May 22 01:26:10 +0000 2008,Hire me! Blind photographer with a vision. PR pro; content creator; community builder; accessibility advocate. Lover of food; wine; sake and cats. Hugger.
headlinesnow,British Columbia,Mon Mar 30 22:03:16 +0000 2009,Marlyn is publisher of the Now newspaper; serving Surrey; White Rock and North Delta.  She is also editorial director for the LMP group of community newspapers.
BobbyLoonie,Vancouver BC Canada,Wed Mar 11 13:31:35 +0000 2009,Vancouver Canada based Magician; Ventriloquist; Balloon Artist AND Actor; Voice Guy; Canada's Original Ol' Skool Funk DJ (since 1974) 
sustainablegolf,Canada - Coast to Coast,Fri Feb 11 22:26:22 +0000 2011,Out On A Limb helps businesses develop sustainability policies. Providing assistance w/ Golf Environment Organization Certification; also check @Turfhugger 
panamajack,Victoria / Vancouver,Sat Aug 11 00:44:27 +0000 2007,PhD Student @ UBC Geography; environmental policy wonk & China geek. Passionate about jazz; wild places; & truly liveable cities. 
Shaek00,Iowa,Fri Mar 25 08:08:07 +0000 2011,
DriveSmartBC,British Columbia; Canada,Sat Sep 25 20:12:23 +0000 2010,DriveSmartBC is the comprehensive source of information about safe driving and traffic law for the province of British Columbia.
feeding12,,Sun Jun 19 06:11:11 +0000 2011,I have ADHD experts; can provide effective information for everyone.
Make10Wishes,,Tue Mar 08 16:17:27 +0000 2011,Racing to make a difference. Reaching to develop our potential and helping your charity of choice reach theirs. 2011 GOAL: 10 wishes for Make-A-Wish  
gogreencleaners,clearwater; bc,Wed Feb 01 03:56:06 +0000 2012,A canadian based company that provides trully green cleaning products and solutions.
monitasharma1,,Sun Jan 15 07:29:20 +0000 2012,
KZOnTour,Somewhere out of a Berghaus,Tue Aug 17 22:48:55 +0000 2010,Hi! I'm Kay Zee - Hiker (H); Backpacker (B); Cycle Tourer (C). Next Up: Year Of The Dragon Backpacking in BC; Canada 01/12.
PhilLeGree,North Vancouver; BC; Canada,Thu Feb 05 01:39:44 +0000 2009,Real Estate agent - RE/MAX Masters. Luxury Home Marketer in West Vancouver; North Vancouver; Vancouver & Burnaby. Downhill skier & Harley rider. Referral payer.
1888burntout,Delta,Tue Mar 23 19:49:24 +0000 2010,YOUR IMAGE IS YOUR BRAND; YOUR BRAND IS YOUR PROMISE!
RoyalProNetwork,Surrey; BC Canada,Tue Oct 11 05:06:03 +0000 2011,Royal Pro’s main business is that of a “License Warehouse”. Real Estate Licensees who do not wish to be active can park their license for an affordable rate.
VeracePizzeria,Vancouver BC,Sun May 08 22:29:14 +0000 2011,189 Keefer Place - 604-669-5552 - Verace Pizzeria and Wine Bar at Vancouver's Crosstown Piazza. 1 Block to Tinseltown; Rogers Arena; BCPlace; Gastown & Skytrain
RannicDotCom,North America ,Wed Aug 31 22:31:47 +0000 2011,Missing persons database for North America. Please follow us so we can inform you when there is a new missing persons profile. http://rannic.com 
leonardpart13,Vancouver,Wed Jul 22 03:07:38 +0000 2009,#CTVBC1130
Theoq949,Idaho,Fri Mar 25 08:18:46 +0000 2011,
sodasmeets,Surrey; BC,Sat Mar 06 05:28:27 +0000 2010,
BongoJackMedia,Vancouver; BC,Tue Mar 15 22:38:01 +0000 2011,A former Vancouver print and radio reporter who's passionate about helping businesses and organizations of all sizes get messages out to the media. 
amfriesen,Vancouver; BC,Sun Dec 20 08:59:45 +0000 2009,Blackberry addict; pyro-enthusiast; GSP UFC MMA follower; Bruce Campbell fan; deal; discount; coupon overuser; Star Trekker
menukingvan,Vancouver; BC,Thu Mar 03 19:08:59 +0000 2011,Hangry? It's raining? TWEET IT TO EAT IT! Menu King delivers fast food orders! Burgers! Sushi! Pizza Slice! Coffee! $5 flat fee plus food cost. 
mpbuzz,Vancouver,Fri Mar 13 00:17:54 +0000 2009,Reporter; The Georgia Straight
VanFdnGreen,Vancouver,Wed Dec 22 23:08:40 +0000 2010,Vancouver Foundation's Generation Green Awards support green projects in Vancouver by young people. Follow their progress at www.vancouverfoundation.ca/awards !
WendyHartley,Vancouver + beyond,Fri Jan 30 14:18:34 +0000 2009,PR gal for London Drugs; London Air and Sonora Resort. Hockey Mom. Social networking TED fan and community connector. 
OpenFileVAN,Vancouver; BC,Mon Apr 12 19:21:43 +0000 2010,OpenFile is a collaborative local news site in Vancouver. Tweets by @dgodsall and @michaelaynsley
dunnpr,Vancouver; BC,Wed Oct 14 23:33:07 +0000 2009,PR and media relations.  Tweets by Rachel and Kelvin.
UBCBargains,Vancouver,Fri Nov 05 22:21:44 +0000 2010,Daily deals for the University of British Columbia community. (It's like Groupon™ for students!)Get 50-90% off food;drinks;entertainment & more.
LoraFrost,Vancouver / White Rock,Sat Sep 18 16:52:27 +0000 2010,Edible Landscapes | Holistic Landscape Designer - Urban Eden Design | Eco-Consultant | Organic Master Gardener | Workshop Giver | Love to Laugh |    
BusSnap,Vancouver; BC,Sat Oct 09 18:48:52 +0000 2010,A new improved Translink bus transit iphone app! Never miss your bus or stop again! 
MitchBaldwin,Vancouver; Canada,Sun Sep 16 02:09:46 +0000 2007,@SMCYVR Founder;Social Media Week Vancouver; Mashable Social Media Day Vancouver; Dad; Author; Speaker;Online and Offline Marketing Wiz. 
joelcrary,Vancouver; BC,Sun Jul 12 03:12:02 +0000 2009,Lives in Vancouver. Writes about film. Raised on clichés. Prone to hyperbole.
ltlcsociety,Vancouver BC,Sat Aug 28 01:03:09 +0000 2010,Living Through Loss Counselling Society of BC is a not-for-profit providing professional grief counselling to adults & children experiencing any type of loss.
helesialuke,Vancouver,Fri Nov 07 01:50:04 +0000 2008,Communication strategist & co-owner Ethos Strategy Group. 
itsallgoodsusan,Vancouver; BC,Tue Jul 13 22:39:58 +0000 2010,Moving into the world of cancer prevention; education; support and advocacy. And moving to the BC Kootenays too!
CalHobbsJr,,Thu Aug 12 21:10:51 +0000 2010,The boy who lived.
whygocanada,,Fri Sep 10 00:00:37 +0000 2010,All Canada; all the time. Part of the @Bootsnall @WhyGo Travel Network. 
TheSurreyNow,Surrey; B.C.,Fri Mar 20 18:07:51 +0000 2009,As the only newspaper to serve the entire region of Surrey; White Rock and North Delta; the Now continues to be the best-read paper in the region.
JayCatalan,Vancouver,Sat Jun 14 01:05:06 +0000 2008,Cofounded Vancouver's Coworking space; The Network Hub; and Tulayan.com (bridges); a community workshop group on Filipino culture. More bits http://about.me/jay
sobith,Vancouver; Canada,Thu Jul 16 06:46:07 +0000 2009,Instructional Designer/ eLearning Specialist; EdTech Enthusiast
rthexton,Vancouver; BC,Sat Apr 12 05:49:47 +0000 2008,Vancouver PR lady @dunnpr. Always thinking about travel. Passionate about animals. Love communications; food/wine and great books.
VanBattery,2192 West Broadway; Vancouver,Thu Aug 06 23:33:02 +0000 2009,We supply every kind of battery for Vancouver in the heart of Kitsilano. www.vancouverbattery.com
policemuseum,Vancouver; BC; Canada,Wed Jan 07 05:05:13 +0000 2009,The Vancouver Police Museum is housed in Vancouver's old City Morgue. Not your typical museum.
TESBurnaby,Burnaby; BC,Sun Nov 15 20:32:18 +0000 2009,A full-line Electrical Distributor delivering quality products; services and ideas to the commercial; industrial & residential markets. 
JW_CondoRealtor,Vancouver,Tue Jun 30 22:13:34 +0000 2009,It takes more than a MLS listing and a sign to sell your home; just as it takes more than viewing a MLS listing to know if a home is right for you. 
translink,Burnaby; BC,Thu Jul 30 22:25:58 +0000 2009,As Metro Vancouver’s transportation agency; we’re tweeting all things public transportation; including service updates; helpful tips; news and information!
jenniferkirk,Vancouver & Langley; BC,Mon Jul 28 23:03:25 +0000 2008,Photographer. Dog lover. Scuba Diver. Coffee junkie. I believe in asking forgiveness; not permission.
damanbeatty,Surrey; BC,Fri May 23 12:15:06 +0000 2008,Metro Vancouver Marketing; Communications & Design; Photo/Videography; Tech; Social Media; Travel; Hiking; Running; Co-Owner & Editor of @Surrey604com
scienceworldca,Vancouver; BC,Wed Nov 18 16:16:27 +0000 2009,Vancouver's Science Centre. A little zany; a little wacky. Lots of cool stuff. 
InVancouver,In Vancouver,Thu Apr 16 23:51:27 +0000 2009,if you're In Vancouver you're in the best place on EARTH!
EnhancedBurnaby,Burnaby BC Canada,Fri Aug 28 01:20:23 +0000 2009,Fitness and Bodybuilding Supplements in Burnaby BC Canada | Mention Twitter get 10% discount !!!
homecaregivers,Vancouver; B.C. (Canada),Sun Jun 28 02:54:48 +0000 2009,Official Twitter account of Purple Homecare Solutions Inc.
Caelie,,Mon Jan 05 21:12:03 +0000 2009,/Unceded Coast Salish Territory/ Vancouver/  tweets social justice; labour; cities and photography    
ikolic,Burnaby Heights,Fri Jun 12 22:26:59 +0000 2009,BIA exec director; community economic development; communications; advocacy; writer; traveller; mama; sustainable urbanista
Powerstroke2000,Vancouver & Lower Mainland,Fri Feb 27 04:41:05 +0000 2009,Your average family guy; who loves to keep up with the news of the day; and enjoys each and every day as we all should!   I have many interests...
VancityCrimLaw,ÜT: 49.279649;-123.121309,Thu Dec 04 00:53:34 +0000 2008,Criminal Defence Lawyer in Metro Vancouver. Interested in law; politics; justice; Canucks.  
thehomart_com,Burnaby; BC,Wed Nov 04 19:12:02 +0000 2009,Grocery Online Order  FREE NIGHT DELIVERY
EthicalBean,Vancouver; Canada,Wed Mar 25 23:17:49 +0000 2009,We care about the impact we make on the planet; that's why we only roast and sell Fair Trade Certified; organic shade-grown coffee.
thereal_kali,BC,Fri Jul 30 01:15:47 +0000 2010,Tweet Tweet Tweet
benjaminluk,Vancouver; BC,Tue Oct 14 01:48:18 +0000 2008,Professional photographer and libations consultant. Twitter's only user since 1592.
AlfredCEBall,Vancouver; Canada,Thu Jun 11 07:20:05 +0000 2009,Alfred Ball; Entrepreneur; Kinesiologist; Author; Presenter; Stretch Therapist; Interested in Business Growth & Connections
VanCourierNews,Vancouver; Canada,Fri Dec 12 19:28:32 +0000 2008,The Twitter feed for the Vancouver Courier newsroom; moderated by Courier staff. Keep in touch with new and interesting Vancouver stories here.
georgiastraight,Vancouver,Wed Apr 30 19:29:08 +0000 2008,Vancouver's news and entertainment source. Find more of our Twitter feeds at http://www.straight.com/twitter
realreporter,Vancouver,Fri Jan 23 08:36:24 +0000 2009,Vancouver journalist  and  author. 
RahimKarae,Vancouver . Canada,Sun May 10 17:39:25 +0000 2009,Life Designer. Full time Creative Problem Solver w Drive; Detail Orientedness and Endurance. Part time trouble maker.  
PROSPERITY_REI,Langley; British Columbia,Thu May 07 00:11:32 +0000 2009,Prosperity Real Estate Investments Ltd. is a property investment; acquisition and management company. 
sleepywheel,,Thu Mar 17 07:29:02 +0000 2011,
AndrewMondia,London,Thu May 26 11:42:21 +0000 2011,CDN born (with Swiss mix) creative comic actor
WriteForms,Global,Sat Sep 17 17:10:58 +0000 2011,PENAMATICS & Write Forms; Digital Pen; Paper Technology.  Innovation Technology Center. also: www.penamatics.asia
mahalkho02,,Sun Jul 17 04:09:14 +0000 2011,
MoleHillbilly,Raincity,Thu Nov 17 00:11:27 +0000 2011,Writer. Photographer. Nerd. 
extremereach,,Sat Apr 18 04:45:24 +0000 2009,Manage; deliver & track all of your video ad campaigns on a single video platform. Protect the quality; context & compliance of every ad delivered from screen.
NolaFalleychop,Scottsdale,Thu Nov 24 03:15:53 +0000 2011,Appreciating life. Am here to hook up with yall.
george_orr,North Vancouver,Sat Jul 02 04:25:18 +0000 2011,Making the world make sense
_amanbains,,Sat Jan 24 06:49:53 +0000 2009,pr gal. gym junkie. community activist. book nerd. & lover of all things country. suffers wanderlust & loves ice cream.
philbuchan,iPhone: 35.671600;139.739395,Fri Aug 01 08:00:21 +0000 2008,Hockey fanatic hope to be a hockey scout in the future or do something in the computer field!!!
femzieB,Canada,Wed Aug 11 06:45:45 +0000 2010,#teamkhleo!!!!! bieberi&miley luver :) love fashion; music; TV&laughing ahahahhaa THANK GOD for friends&life. make sure ur 1 Corinthians 13 is Romans 12:9
yancyfishing,miami beach,Mon Nov 14 16:38:41 +0000 2011,Fishing every day
NerdfighterKate,Vancouver,Tue Dec 08 01:07:19 +0000 2009, 
camethebasement,Kamloops; B.C.,Wed Jan 27 17:15:09 +0000 2010,Bringing you The Good; The Bad and The Ugly from the cinematic basement.
ubcken,Vancouver,Tue Apr 12 21:02:29 +0000 2011,School trustee - Vancouver; Director;  BC Public School Employers. Association. Passionate advocate for education and local governance.
GMRiskTrain,,Sat Sep 10 14:59:19 +0000 2011,
mike_aube,,Wed Mar 11 16:02:56 +0000 2009,
simmjonn,Vancouver BC,Tue Mar 23 21:48:08 +0000 2010,
Kathy10taylor,New Westminster,Sat Nov 29 19:24:44 +0000 2008,Realtor
Alpha_Computers,2336 King George Blvd; Surrey,Mon Sep 26 19:28:14 +0000 2011,We're here to assist with all your computer needs.  (604)531-8034 
don_boyd,Victoria BC,Tue May 24 22:00:41 +0000 2011,Retired; living in Victoria BC.  Worked for 30 years in public transit planning in all corners of British Columbia.
alym1,,Mon Sep 28 04:52:07 +0000 2009,
sumivin,,Sat Mar 14 01:49:51 +0000 2009,
PanoramaRetreat,British Columbia; Canada,Wed Feb 22 22:56:48 +0000 2012,Located in the province of British Columbia; 191 miles (308 km) west of Calgary; Alberta. Panorama was founded in 1962 by Guy Messerli; of Invermere; and some 
